Id,LeaseProposalId,ConditionId,Value,CreateDate,UpdateDate
4637,1546,5,1,3/17/2024,3/29/2024
4638,1546,5,1,3/20/2024,4/5/2024
4639,1547,4,1,3/9/2024,3/30/2024
4640,1547,2,0,3/9/2024,4/5/2024
4641,1547,5,1,3/11/2024,4/4/2024
4642,1548,3,0,3/25/2024,4/6/2024
4643,1548,4,1,4/1/2024,4/1/2024
4644,1548,4,0,4/4/2024,4/1/2024
4645,1549,5,0,3/29/2024,3/29/2024
4646,1549,1,1,3/20/2024,3/29/2024
4647,1549,4,1,3/17/2024,4/5/2024
4648,1550,1,1,3/10/2024,4/2/2024
4649,1550,4,0,4/3/2024,4/3/2024
4650,1550,6,1,3/27/2024,4/4/2024
4651,1551,1,1,3/26/2024,3/30/2024
4652,1551,2,0,4/5/2024,3/30/2024
4653,1551,6,1,4/2/2024,4/5/2024
4654,1552,4,1,4/5/2024,3/31/2024
4655,1552,6,1,3/29/2024,4/3/2024
4656,1552,6,1,3/23/2024,4/4/2024
4657,1553,1,1,3/26/2024,4/2/2024
4658,1553,3,0,3/21/2024,4/2/2024
4659,1553,2,1,3/31/2024,3/30/2024
4660,1554,1,1,3/21/2024,4/5/2024
4661,1554,1,1,3/29/2024,4/5/2024
4662,1554,6,0,3/16/2024,4/3/2024
4663,1555,4,1,3/18/2024,4/1/2024
4664,1555,3,1,3/12/2024,4/3/2024
4665,1555,2,0,3/23/2024,4/5/2024
4666,1556,1,0,4/6/2024,4/5/2024
4667,1556,5,1,3/26/2024,4/6/2024
4668,1556,2,0,3/31/2024,4/3/2024
4669,1557,5,0,3/9/2024,4/4/2024
4670,1557,6,0,3/24/2024,4/1/2024
4671,1557,1,1,3/19/2024,3/30/2024
4672,1558,6,1,3/20/2024,3/29/2024
4673,1558,3,0,3/20/2024,4/1/2024
4674,1558,6,1,3/9/2024,4/3/2024
4675,1559,3,1,3/10/2024,3/31/2024
4676,1559,6,0,3/26/2024,3/29/2024
4677,1559,4,1,3/25/2024,4/6/2024
4678,1560,3,1,4/5/2024,4/2/2024
4679,1560,6,0,4/6/2024,4/1/2024
4680,1560,3,1,3/13/2024,4/4/2024
4681,1561,5,1,3/17/2024,4/6/2024
4682,1561,2,1,3/27/2024,3/30/2024
4683,1561,6,0,3/16/2024,3/29/2024
4684,1562,6,1,3/13/2024,3/31/2024
4685,1562,2,0,3/12/2024,4/6/2024
4686,1562,6,1,3/21/2024,3/30/2024
4687,1563,1,1,3/17/2024,3/29/2024
4688,1563,3,0,4/3/2024,4/4/2024
4689,1563,3,1,4/2/2024,4/1/2024
4690,1564,4,0,4/3/2024,4/4/2024
4691,1564,5,0,3/25/2024,3/31/2024
4692,1564,1,1,3/28/2024,3/30/2024
4693,1565,1,0,3/11/2024,4/1/2024
4694,1565,2,0,3/9/2024,4/3/2024
4695,1565,3,0,3/20/2024,4/6/2024
4696,1566,6,0,4/2/2024,4/5/2024
4697,1566,5,1,4/6/2024,4/3/2024
4698,1566,4,0,3/26/2024,3/31/2024
4699,1567,3,0,4/6/2024,3/31/2024
4700,1567,4,0,3/25/2024,4/1/2024
4701,1567,3,0,3/28/2024,4/3/2024
4702,1568,3,1,3/9/2024,4/6/2024
4703,1568,2,1,3/30/2024,4/5/2024
4704,1568,5,1,3/9/2024,4/3/2024
4705,1569,4,0,3/29/2024,3/29/2024
4706,1569,4,1,3/16/2024,4/5/2024
4707,1569,5,0,3/24/2024,3/29/2024
4708,1570,5,1,3/11/2024,4/1/2024
4709,1570,6,0,3/12/2024,3/31/2024
4710,1570,6,1,3/31/2024,4/3/2024
4711,1571,3,0,4/2/2024,3/30/2024
4712,1571,1,0,3/25/2024,4/2/2024
4713,1571,1,1,3/20/2024,4/5/2024
4714,1572,4,1,3/30/2024,3/29/2024
4715,1572,2,0,3/11/2024,4/6/2024
4716,1572,5,0,4/3/2024,4/1/2024
4717,1573,1,1,3/26/2024,4/4/2024
4718,1573,6,1,3/22/2024,4/1/2024
4719,1573,2,0,3/30/2024,4/4/2024
4720,1574,4,0,3/30/2024,4/6/2024
4721,1574,5,0,3/27/2024,3/31/2024
4722,1574,4,1,3/26/2024,4/6/2024
4723,1575,2,1,4/4/2024,3/30/2024
4724,1575,5,1,3/13/2024,4/2/2024
4725,1575,2,1,3/28/2024,3/31/2024
4726,1576,4,0,4/3/2024,4/6/2024
4727,1576,4,0,3/13/2024,4/4/2024
4728,1576,1,1,3/23/2024,3/31/2024
4729,1577,4,0,3/18/2024,3/31/2024
4730,1577,3,0,3/13/2024,3/31/2024
4731,1577,2,0,4/4/2024,3/31/2024
4732,1578,6,1,3/29/2024,4/3/2024
4733,1578,1,0,4/6/2024,4/2/2024
4734,1578,3,0,3/14/2024,4/5/2024
4735,1579,1,0,4/3/2024,4/3/2024
4736,1579,4,0,4/1/2024,4/5/2024
4737,1579,6,1,4/4/2024,4/6/2024
4738,1580,6,1,3/19/2024,4/5/2024
4739,1580,3,1,3/10/2024,3/29/2024
4740,1580,2,1,3/12/2024,4/4/2024
4741,1581,6,1,3/13/2024,4/3/2024
4742,1581,3,1,3/25/2024,4/3/2024
4743,1581,5,1,4/2/2024,4/3/2024
4744,1582,6,0,4/3/2024,3/31/2024
4745,1582,1,0,3/15/2024,4/5/2024
4746,1582,6,1,3/16/2024,4/1/2024
4747,1583,5,1,4/5/2024,3/31/2024
4748,1583,2,0,3/22/2024,4/6/2024
4749,1583,4,0,3/10/2024,4/2/2024
4750,1584,1,1,3/26/2024,4/4/2024
4751,1584,2,1,3/20/2024,4/3/2024
4752,1584,6,0,4/1/2024,4/3/2024
4753,1585,4,0,3/31/2024,4/2/2024
4754,1585,4,1,3/17/2024,4/4/2024
4755,1585,4,0,3/12/2024,3/30/2024
4756,1586,4,0,3/18/2024,4/4/2024
4757,1586,4,0,3/21/2024,4/5/2024
4758,1586,2,0,3/27/2024,3/31/2024
4759,1587,5,1,3/26/2024,4/5/2024
4760,1587,3,1,3/22/2024,4/4/2024
4761,1587,6,0,3/13/2024,4/3/2024
4762,1588,1,0,4/1/2024,3/30/2024
4763,1588,4,0,3/15/2024,3/29/2024
4764,1588,1,1,4/3/2024,4/5/2024
4765,1589,6,1,3/15/2024,4/6/2024
4766,1589,5,1,3/13/2024,3/29/2024
4767,1589,5,1,3/17/2024,4/6/2024
4768,1590,6,1,3/31/2024,4/1/2024
4769,1590,5,1,3/12/2024,3/31/2024
4770,1590,5,0,3/30/2024,3/31/2024
4771,1591,4,0,3/27/2024,4/3/2024
4772,1591,5,1,3/18/2024,3/30/2024
4773,1591,3,1,3/23/2024,3/29/2024
4774,1592,4,0,4/2/2024,4/3/2024
4775,1592,2,0,4/3/2024,3/29/2024
4776,1592,2,1,3/21/2024,4/1/2024
4777,1593,1,1,3/14/2024,3/30/2024
4778,1593,2,0,3/23/2024,4/2/2024
4779,1593,4,0,3/26/2024,3/29/2024
4780,1594,2,0,3/10/2024,4/1/2024
4781,1594,2,1,3/26/2024,4/6/2024
4782,1594,1,0,3/16/2024,4/4/2024
4783,1595,1,1,3/25/2024,4/1/2024
4784,1595,5,0,3/21/2024,4/2/2024
4785,1595,2,1,4/6/2024,4/2/2024
4786,1596,5,0,4/2/2024,3/30/2024
4787,1596,5,1,3/29/2024,3/29/2024
4788,1596,5,1,4/3/2024,4/3/2024
4789,1597,2,1,4/6/2024,3/29/2024
4790,1597,2,0,3/9/2024,4/5/2024
4791,1597,6,0,3/12/2024,4/4/2024
4792,1598,1,1,3/21/2024,4/4/2024
4793,1598,2,1,3/22/2024,4/2/2024
4794,1598,6,0,3/15/2024,4/6/2024
4795,1599,6,0,3/17/2024,4/5/2024
4796,1599,3,0,3/13/2024,4/1/2024
4797,1599,2,0,3/10/2024,4/5/2024
4798,1600,5,1,3/19/2024,3/31/2024
4799,1600,6,0,4/6/2024,3/31/2024
4800,1600,1,1,4/6/2024,4/2/2024
4801,1601,5,0,3/19/2024,4/5/2024
4802,1601,3,0,3/31/2024,4/4/2024
4803,1601,5,1,3/23/2024,4/5/2024
4804,1602,2,1,4/5/2024,4/1/2024
4805,1602,4,1,3/9/2024,3/31/2024
4806,1602,4,1,3/29/2024,4/3/2024
4807,1603,1,1,3/30/2024,4/2/2024
4808,1603,4,1,3/30/2024,3/31/2024
4809,1603,1,0,3/16/2024,3/29/2024
4810,1604,2,0,3/27/2024,4/5/2024
4811,1604,1,0,3/16/2024,4/2/2024
4812,1604,2,0,3/12/2024,4/5/2024
4813,1605,5,1,3/9/2024,3/29/2024
4814,1605,4,0,3/10/2024,3/31/2024
4815,1605,2,0,3/22/2024,4/6/2024
4816,1606,6,1,3/20/2024,4/6/2024
4817,1606,1,0,3/28/2024,4/2/2024
4818,1606,3,0,3/14/2024,4/3/2024
4819,1607,6,1,4/5/2024,4/4/2024
4820,1607,1,0,3/17/2024,4/4/2024
4821,1607,3,1,3/17/2024,4/1/2024
4822,1608,4,1,3/10/2024,3/31/2024
4823,1608,3,1,3/10/2024,3/31/2024
4824,1608,1,1,3/17/2024,3/30/2024
4825,1609,1,1,3/15/2024,4/3/2024
4826,1609,4,0,3/19/2024,4/5/2024
4827,1609,2,0,3/21/2024,4/2/2024
4828,1610,2,0,3/12/2024,4/4/2024
4829,1610,6,1,3/12/2024,4/5/2024
4830,1610,6,0,3/18/2024,3/29/2024
4831,1611,1,0,3/17/2024,4/5/2024
4832,1611,3,0,4/6/2024,4/6/2024
4833,1611,1,0,3/30/2024,4/5/2024
4834,1612,1,1,3/10/2024,4/3/2024
4835,1612,2,1,3/30/2024,4/6/2024
4836,1612,6,1,3/21/2024,4/5/2024
4837,1613,2,0,4/3/2024,4/3/2024
4838,1613,4,1,3/21/2024,3/30/2024
4839,1613,6,1,4/2/2024,3/30/2024
4840,1614,6,0,3/15/2024,3/31/2024
4841,1614,5,0,3/24/2024,4/5/2024
4842,1614,3,0,3/16/2024,3/29/2024
4843,1615,6,1,3/11/2024,3/29/2024
4844,1615,2,0,3/9/2024,4/4/2024
4845,1615,1,0,3/31/2024,4/4/2024
4846,1616,3,1,3/13/2024,3/30/2024
4847,1616,4,1,3/11/2024,4/4/2024
4848,1616,2,1,3/24/2024,3/31/2024
4849,1617,2,1,3/25/2024,4/1/2024
4850,1617,4,1,3/12/2024,4/2/2024
4851,1617,2,0,3/25/2024,4/3/2024
4852,1618,3,1,3/22/2024,3/30/2024
4853,1618,1,0,4/3/2024,3/30/2024
4854,1618,5,1,3/22/2024,3/29/2024
4855,1619,4,0,3/13/2024,4/4/2024
4856,1619,4,0,3/19/2024,4/4/2024
4857,1619,5,0,3/22/2024,4/1/2024
4858,1620,4,0,3/11/2024,4/2/2024
4859,1620,1,0,3/17/2024,4/5/2024
4860,1620,5,1,3/14/2024,4/3/2024
4861,1621,1,0,3/12/2024,3/30/2024
4862,1621,5,0,3/27/2024,4/5/2024
4863,1621,6,0,3/16/2024,4/6/2024
4864,1622,4,1,3/31/2024,4/1/2024
4865,1622,3,0,3/13/2024,4/6/2024
4866,1622,3,1,3/24/2024,4/2/2024
4867,1623,3,0,4/5/2024,4/4/2024
4868,1623,1,0,3/20/2024,4/2/2024
4869,1623,4,0,3/18/2024,4/6/2024
4870,1624,2,1,3/19/2024,4/4/2024
4871,1624,5,0,3/17/2024,4/4/2024
4872,1624,1,1,3/24/2024,3/29/2024
4873,1625,1,0,3/26/2024,3/30/2024
4874,1625,1,0,3/27/2024,4/3/2024
4875,1625,4,1,3/31/2024,3/30/2024
4876,1626,1,0,3/21/2024,4/1/2024
4877,1626,6,1,3/22/2024,4/5/2024
4878,1626,3,1,3/15/2024,4/6/2024
4879,1627,3,0,3/14/2024,3/29/2024
4880,1627,2,0,3/9/2024,4/1/2024
4881,1627,3,1,3/30/2024,3/29/2024
4882,1628,6,0,3/26/2024,4/1/2024
4883,1628,3,0,3/17/2024,3/31/2024
4884,1628,5,0,3/14/2024,4/1/2024
4885,1629,4,0,4/6/2024,4/4/2024
4886,1629,5,0,4/3/2024,4/4/2024
4887,1629,3,0,4/2/2024,3/31/2024
4888,1630,6,1,3/24/2024,4/3/2024
4889,1630,2,0,3/25/2024,4/5/2024
4890,1630,2,1,3/10/2024,3/31/2024
4891,1631,5,0,3/26/2024,4/2/2024
4892,1631,3,1,3/27/2024,3/31/2024
4893,1631,6,0,3/21/2024,4/2/2024
4894,1632,6,0,4/3/2024,4/2/2024
4895,1632,2,1,3/19/2024,4/6/2024
4896,1632,5,1,3/10/2024,3/30/2024
4897,1633,3,1,3/9/2024,4/4/2024
4898,1633,1,1,3/15/2024,4/5/2024
4899,1633,3,0,4/6/2024,4/5/2024
4900,1634,1,0,3/26/2024,4/6/2024
4901,1634,1,0,3/16/2024,4/1/2024
4902,1634,5,1,3/10/2024,4/2/2024
4903,1635,3,0,3/18/2024,3/31/2024
4904,1635,1,0,3/24/2024,4/6/2024
4905,1635,1,0,3/16/2024,4/1/2024
4906,1636,1,0,3/31/2024,4/4/2024
4907,1636,1,1,4/3/2024,3/31/2024
4908,1636,3,0,4/5/2024,4/3/2024
4909,1637,2,1,3/16/2024,3/29/2024
4910,1637,6,0,3/9/2024,4/6/2024
4911,1637,2,1,3/23/2024,4/4/2024
4912,1638,1,0,3/28/2024,3/30/2024
4913,1638,6,0,3/29/2024,4/6/2024
4914,1638,4,0,3/25/2024,4/6/2024
4915,1639,3,0,3/23/2024,4/5/2024
4916,1639,5,1,3/23/2024,3/30/2024
4917,1639,4,0,3/31/2024,4/6/2024
4918,1640,6,0,3/28/2024,4/1/2024
4919,1640,1,1,3/28/2024,4/6/2024
4920,1640,4,0,3/31/2024,4/1/2024
4921,1641,4,1,4/6/2024,3/30/2024
4922,1641,6,1,3/23/2024,4/2/2024
4923,1641,5,1,3/11/2024,4/2/2024
4924,1642,5,1,3/29/2024,4/3/2024
4925,1642,1,1,3/13/2024,3/31/2024
4926,1642,5,1,3/28/2024,3/30/2024
4927,1643,4,0,3/9/2024,3/29/2024
4928,1643,6,1,3/13/2024,4/1/2024
4929,1643,6,1,3/11/2024,4/1/2024
4930,1644,5,0,3/11/2024,3/31/2024
4931,1644,2,1,3/9/2024,4/5/2024
4932,1644,6,1,3/10/2024,3/29/2024
4933,1645,6,1,3/20/2024,4/6/2024
4934,1645,4,0,3/28/2024,4/1/2024
4935,1645,2,1,4/5/2024,3/31/2024
4936,1646,3,0,3/12/2024,4/4/2024
4937,1646,1,1,3/22/2024,3/29/2024
4938,1646,5,1,4/1/2024,4/1/2024
4939,1647,6,1,3/16/2024,3/30/2024
4940,1647,4,1,3/23/2024,4/1/2024
4941,1647,5,0,4/4/2024,4/3/2024
4942,1648,5,1,3/22/2024,3/31/2024
4943,1648,5,0,3/13/2024,4/2/2024
4944,1648,6,1,4/5/2024,3/31/2024
4945,1649,3,0,3/17/2024,4/5/2024
4946,1649,4,0,4/5/2024,4/3/2024
4947,1649,6,0,3/17/2024,4/6/2024
4948,1650,2,0,3/30/2024,4/3/2024
4949,1650,1,1,3/24/2024,3/31/2024
4950,1650,3,0,3/24/2024,4/5/2024
4951,1651,6,0,4/5/2024,4/5/2024
4952,1651,3,0,3/25/2024,4/2/2024
4953,1651,5,1,3/31/2024,4/4/2024
4954,1652,6,0,3/9/2024,4/5/2024
4955,1652,2,1,3/25/2024,3/30/2024
4956,1652,2,1,4/2/2024,3/30/2024
4957,1653,2,0,3/24/2024,3/29/2024
4958,1653,3,0,3/14/2024,4/1/2024
4959,1653,1,1,3/9/2024,4/1/2024
4960,1654,6,1,3/29/2024,4/1/2024
4961,1654,2,1,3/24/2024,4/5/2024
4962,1654,4,1,3/20/2024,4/6/2024
4963,1655,4,1,3/17/2024,3/29/2024
4964,1655,4,1,4/6/2024,4/1/2024
4965,1655,4,0,3/21/2024,3/30/2024
4966,1656,3,0,3/9/2024,4/4/2024
4967,1656,2,1,3/31/2024,4/4/2024
4968,1656,6,1,4/5/2024,4/3/2024
4969,1657,4,0,3/19/2024,3/31/2024
4970,1657,2,1,3/14/2024,4/2/2024
4971,1657,5,1,4/4/2024,4/6/2024
4972,1658,5,0,3/12/2024,3/30/2024
4973,1658,6,1,3/12/2024,4/6/2024
4974,1658,1,0,4/1/2024,4/3/2024
4975,1659,1,0,3/20/2024,4/1/2024
4976,1659,5,0,3/26/2024,3/30/2024
4977,1659,4,0,3/16/2024,3/30/2024
4978,1660,1,1,3/21/2024,4/4/2024
4979,1660,3,1,3/25/2024,4/4/2024
4980,1660,6,1,4/3/2024,3/31/2024
4981,1661,5,0,3/15/2024,3/29/2024
4982,1661,6,0,3/17/2024,4/6/2024
4983,1661,1,0,3/14/2024,3/31/2024
4984,1662,3,0,3/31/2024,4/3/2024
4985,1662,4,1,3/22/2024,4/4/2024
4986,1662,5,1,3/26/2024,3/30/2024
4987,1663,2,1,3/30/2024,4/6/2024
4988,1663,5,0,4/6/2024,4/3/2024
4989,1663,6,1,3/27/2024,4/4/2024
4990,1664,3,1,4/3/2024,4/2/2024
4991,1664,5,0,4/6/2024,4/5/2024
4992,1664,3,0,4/2/2024,3/29/2024
4993,1665,5,1,4/3/2024,3/29/2024
4994,1665,1,0,3/9/2024,4/3/2024
4995,1665,5,1,3/19/2024,3/29/2024
4996,1666,1,0,3/19/2024,3/30/2024
4997,1666,3,0,3/22/2024,4/3/2024
4998,1666,6,1,3/13/2024,4/4/2024
4999,1667,3,0,4/5/2024,3/30/2024
5000,1667,4,1,4/3/2024,4/6/2024
5001,1667,3,1,3/15/2024,3/31/2024
5002,1668,2,1,3/25/2024,4/6/2024
5003,1668,1,1,3/9/2024,3/31/2024
5004,1668,1,1,4/2/2024,4/1/2024
5005,1669,6,1,4/5/2024,4/4/2024
5006,1669,4,0,4/4/2024,3/29/2024
5007,1669,5,1,3/25/2024,3/29/2024
5008,1670,6,0,3/10/2024,4/3/2024
5009,1670,5,1,4/3/2024,3/30/2024
5010,1670,4,0,3/12/2024,4/5/2024
5011,1671,3,1,4/2/2024,3/29/2024
5012,1671,4,1,3/14/2024,4/2/2024
5013,1671,6,0,3/25/2024,4/3/2024
5014,1672,3,1,3/11/2024,4/6/2024
5015,1672,3,0,3/18/2024,3/31/2024
5016,1672,1,0,3/18/2024,4/4/2024
5017,1673,5,0,3/9/2024,4/5/2024
5018,1673,1,1,3/13/2024,4/5/2024
5019,1673,4,1,3/10/2024,4/1/2024
5020,1674,4,1,4/6/2024,4/1/2024
5021,1674,3,1,3/10/2024,4/2/2024
5022,1674,3,0,3/9/2024,4/5/2024
5023,1675,2,0,3/21/2024,4/5/2024
5024,1675,5,1,3/10/2024,4/2/2024
5025,1675,4,1,3/15/2024,3/31/2024
5026,1676,5,0,4/2/2024,4/4/2024
5027,1676,1,1,3/17/2024,4/4/2024
5028,1676,1,0,3/30/2024,3/30/2024
5029,1677,2,1,3/25/2024,3/30/2024
5030,1677,3,1,3/22/2024,3/29/2024
5031,1677,2,0,3/17/2024,4/5/2024
5032,1678,5,0,3/15/2024,4/6/2024
5033,1678,3,0,3/26/2024,4/4/2024
5034,1678,5,0,3/10/2024,3/29/2024
5035,1679,5,1,3/28/2024,3/31/2024
5036,1679,5,1,4/1/2024,3/30/2024
5037,1679,3,0,3/9/2024,3/30/2024
5038,1680,2,1,3/23/2024,4/2/2024
5039,1680,1,0,3/13/2024,4/2/2024
5040,1680,1,0,3/25/2024,4/5/2024
5041,1681,5,0,3/31/2024,3/31/2024
5042,1681,2,0,4/6/2024,4/3/2024
5043,1681,5,0,3/31/2024,4/3/2024
5044,1682,1,1,3/9/2024,4/6/2024
5045,1682,3,0,3/18/2024,4/4/2024
5046,1682,1,0,3/25/2024,4/3/2024
5047,1683,5,0,3/16/2024,3/30/2024
5048,1683,5,1,3/23/2024,3/29/2024
5049,1683,2,1,3/18/2024,3/30/2024
5050,1684,4,1,3/27/2024,4/6/2024
5051,1684,5,0,3/22/2024,4/5/2024
5052,1684,5,0,3/17/2024,4/1/2024
5053,1685,3,1,3/26/2024,4/1/2024
5054,1685,6,1,3/10/2024,4/3/2024
5055,1685,2,0,3/14/2024,4/2/2024
5056,1686,2,1,4/5/2024,4/1/2024
5057,1686,5,1,3/16/2024,3/29/2024
5058,1686,3,0,3/25/2024,4/4/2024
5059,1687,4,1,3/30/2024,4/5/2024
5060,1687,5,1,3/23/2024,4/2/2024
5061,1687,3,1,4/5/2024,4/1/2024
5062,1688,6,1,4/1/2024,4/4/2024
5063,1688,1,0,3/9/2024,4/4/2024
5064,1688,3,1,3/29/2024,4/5/2024
5065,1689,4,0,3/18/2024,4/2/2024
5066,1689,2,1,3/14/2024,4/1/2024
5067,1689,1,0,3/10/2024,4/3/2024
5068,1690,4,0,3/20/2024,4/5/2024
5069,1690,2,1,3/14/2024,4/6/2024
5070,1690,4,1,3/27/2024,3/30/2024
5071,1691,1,1,3/28/2024,4/4/2024
5072,1691,2,1,3/14/2024,4/6/2024
5073,1691,1,0,3/19/2024,3/29/2024
5074,1692,1,0,4/5/2024,3/31/2024
5075,1692,4,0,3/12/2024,3/31/2024
5076,1692,3,1,4/6/2024,4/5/2024
5077,1693,4,0,4/4/2024,4/6/2024
5078,1693,3,1,3/29/2024,4/4/2024
5079,1693,2,0,3/18/2024,3/29/2024
5080,1694,6,1,4/1/2024,4/5/2024
5081,1694,4,1,3/16/2024,4/6/2024
5082,1694,2,0,3/28/2024,4/5/2024
5083,1695,6,0,3/27/2024,3/31/2024
5084,1695,6,1,3/16/2024,4/4/2024
5085,1695,3,1,3/25/2024,3/30/2024
5086,1696,1,0,3/30/2024,3/31/2024
5087,1696,1,0,3/29/2024,4/5/2024
5088,1696,6,1,3/9/2024,3/30/2024
5089,1697,5,0,3/26/2024,4/2/2024
5090,1697,4,1,3/14/2024,4/3/2024
5091,1697,2,1,4/6/2024,4/3/2024
5092,1698,4,1,3/15/2024,4/2/2024
5093,1698,2,0,3/25/2024,4/1/2024
5094,1698,1,0,3/11/2024,4/1/2024
5095,1699,1,0,4/1/2024,4/5/2024
5096,1699,2,1,3/19/2024,4/3/2024
5097,1699,5,0,3/14/2024,4/5/2024
5098,1700,6,1,3/14/2024,4/6/2024
5099,1700,4,1,3/9/2024,4/2/2024
5100,1700,5,1,4/5/2024,4/2/2024
5101,1701,4,1,3/18/2024,4/4/2024
5102,1701,6,0,3/18/2024,3/31/2024
5103,1701,2,1,3/18/2024,4/2/2024
5104,1702,2,0,3/13/2024,4/6/2024
5105,1702,4,0,3/14/2024,4/5/2024
5106,1702,4,1,3/30/2024,4/1/2024
5107,1703,4,0,3/16/2024,4/3/2024
5108,1703,3,1,4/2/2024,4/5/2024
5109,1703,5,1,3/11/2024,4/5/2024
5110,1704,5,0,4/2/2024,4/4/2024
5111,1704,1,0,3/15/2024,4/5/2024
5112,1704,5,0,3/19/2024,4/6/2024
5113,1705,1,0,3/20/2024,3/31/2024
5114,1705,2,0,3/31/2024,3/30/2024
5115,1705,6,1,3/20/2024,4/5/2024
5116,1706,1,1,4/3/2024,3/31/2024
5117,1706,5,0,3/24/2024,4/4/2024
5118,1706,1,1,3/27/2024,4/6/2024
5119,1707,5,1,4/3/2024,3/31/2024
5120,1707,5,0,3/28/2024,3/29/2024
5121,1707,4,1,3/26/2024,4/3/2024
5122,1708,2,0,3/22/2024,4/3/2024
5123,1708,2,1,3/21/2024,4/3/2024
5124,1708,1,1,3/31/2024,4/3/2024
5125,1709,3,1,3/27/2024,4/2/2024
5126,1709,2,1,3/31/2024,4/4/2024
5127,1709,3,0,3/19/2024,3/30/2024
5128,1710,6,1,4/4/2024,3/31/2024
5129,1710,1,0,3/28/2024,3/31/2024
5130,1710,5,0,3/16/2024,3/29/2024
5131,1711,6,0,3/16/2024,4/5/2024
5132,1711,3,1,4/1/2024,3/31/2024
5133,1711,4,1,3/30/2024,3/29/2024
5134,1712,2,1,3/28/2024,3/31/2024
5135,1712,6,1,3/17/2024,3/30/2024
5136,1712,5,0,3/21/2024,3/30/2024
5137,1713,4,0,4/6/2024,3/29/2024
5138,1713,4,1,4/6/2024,4/1/2024
5139,1713,5,1,3/19/2024,4/1/2024
5140,1714,5,0,4/1/2024,4/3/2024
5141,1714,1,1,3/11/2024,4/1/2024
5142,1714,6,0,3/20/2024,3/29/2024
5143,1715,4,0,3/9/2024,3/31/2024
5144,1715,2,0,4/3/2024,4/4/2024
5145,1715,5,1,3/29/2024,3/31/2024
5146,1716,4,1,3/26/2024,4/5/2024
5147,1716,2,0,3/18/2024,3/30/2024
5148,1716,3,0,4/3/2024,4/1/2024
5149,1717,2,0,4/4/2024,3/29/2024
5150,1717,3,0,3/24/2024,3/29/2024
5151,1717,2,0,3/23/2024,4/5/2024
5152,1718,3,0,4/1/2024,4/2/2024
5153,1718,5,1,3/11/2024,3/29/2024
5154,1718,3,1,3/16/2024,3/29/2024
5155,1719,1,1,3/29/2024,3/29/2024
5156,1719,5,1,4/5/2024,4/1/2024
5157,1719,3,0,3/13/2024,3/31/2024
5158,1720,4,0,4/5/2024,3/31/2024
5159,1720,5,1,4/4/2024,4/2/2024
5160,1720,4,0,3/24/2024,4/3/2024
5161,1721,1,0,4/1/2024,3/31/2024
5162,1721,4,1,4/6/2024,4/2/2024
5163,1721,3,0,3/23/2024,4/5/2024
5164,1722,5,1,3/20/2024,3/30/2024
5165,1722,3,0,3/16/2024,4/6/2024
5166,1722,2,1,4/2/2024,3/31/2024
5167,1723,2,1,3/31/2024,3/31/2024
5168,1723,5,0,4/1/2024,4/5/2024
5169,1723,4,1,3/13/2024,4/5/2024
5170,1724,6,1,4/6/2024,4/5/2024
5171,1724,1,1,3/25/2024,3/31/2024
5172,1724,5,0,3/29/2024,3/31/2024
5173,1725,1,1,4/2/2024,3/30/2024
5174,1725,6,1,3/26/2024,4/3/2024
5175,1725,3,0,3/11/2024,4/3/2024
5176,1726,4,1,4/3/2024,4/5/2024
5177,1726,3,0,3/20/2024,4/3/2024
5178,1726,1,1,3/16/2024,4/3/2024
5179,1727,6,1,3/21/2024,3/30/2024
5180,1727,5,0,3/10/2024,4/3/2024
5181,1727,4,0,3/21/2024,4/6/2024
5182,1728,4,1,3/31/2024,4/6/2024
5183,1728,3,0,3/15/2024,4/6/2024
5184,1728,1,0,4/1/2024,3/31/2024
5185,1729,6,0,3/19/2024,4/5/2024
5186,1729,6,1,3/29/2024,3/30/2024
5187,1729,1,0,3/21/2024,3/30/2024
5188,1730,6,0,3/19/2024,3/29/2024
5189,1730,2,1,3/14/2024,4/3/2024
5190,1730,5,0,3/22/2024,4/6/2024
5191,1731,1,1,3/17/2024,3/31/2024
5192,1731,1,1,3/10/2024,3/29/2024
5193,1731,1,0,3/17/2024,4/3/2024
5194,1732,6,0,3/22/2024,3/31/2024
5195,1732,4,1,3/14/2024,4/6/2024
5196,1732,2,1,3/16/2024,3/31/2024
5197,1733,5,0,4/1/2024,3/29/2024
5198,1733,1,0,4/1/2024,4/6/2024
5199,1733,6,1,4/4/2024,3/31/2024
5200,1734,2,0,3/31/2024,4/3/2024
5201,1734,6,1,3/9/2024,4/5/2024
5202,1734,3,1,3/29/2024,3/29/2024
5203,1735,6,1,4/2/2024,4/4/2024
5204,1735,3,0,3/25/2024,4/2/2024
5205,1735,6,0,4/2/2024,4/5/2024
5206,1736,2,1,3/28/2024,4/1/2024
5207,1736,5,1,3/24/2024,3/30/2024
5208,1736,4,0,4/4/2024,3/31/2024
5209,1737,3,0,3/22/2024,4/3/2024
5210,1737,1,1,3/28/2024,4/6/2024
5211,1737,6,0,3/28/2024,3/29/2024
5212,1738,1,1,3/28/2024,4/6/2024
5213,1738,1,1,3/23/2024,3/31/2024
5214,1738,1,0,3/13/2024,4/3/2024
5215,1739,2,1,4/5/2024,4/3/2024
5216,1739,4,0,4/6/2024,4/6/2024
5217,1739,2,0,3/31/2024,4/2/2024
